src,dst,port,proto,State,label,class,modelsize
147.32.84.192,212.94.223.189,25.0,tcp,11*R*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,213.123.20.90,25.0,tcp,22*b*b*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.192,213.165.64.100,25.0,tcp,11*r*S0,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.192,213.165.64.102,25.0,tcp,"12*r+B*s+r*S,R*r*s*",Botnet-TCP-Attempt-SPAM,botnet,19
147.32.84.192,213.165.64.75,25.0,tcp,"22+s*s*s*S,S*",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.192,213.171.216.114,25.0,tcp,11*A*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,213.186.33.29,25.0,tcp,110R+,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,213.199.180.150,25.0,tcp,"11+R.S*r+A+s*R+s+r*S.R,R*r+r+r+A+a+R*R+r*",Botnet-TCP-Attempt-SPAM,botnet,41
147.32.84.192,216.104.161.4,25.0,tcp,12*S*S+S*s*s*s+,Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.192,216.104.161.5,25.0,tcp,11*r+r*s*s*s+s*s*s*s+,Botnet-TCP-Attempt-SPAM,botnet,21
147.32.84.192,216.157.130.15,25.0,tcp,22+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+f+b+b+b+b+s*s+B+b+b+,Botnet-TCP-Attempt-SPAM,botnet,63
147.32.84.192,216.163.188.54,25.0,tcp,"11.R.S.R*R,R*r*",Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.192,216.163.188.57,25.0,tcp,11+R*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,216.163.188.58,25.0,tcp,12+r*R*r*r+S*,Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.192,216.17.3.48,25.0,tcp,11*r*r*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.192,216.19.120.238,25.0,tcp,21.S.,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,216.200.145.235,25.0,tcp,"11,R*s*S+s+s*R,S*S+S*R+R*",Botnet-TCP-Attempt-SPAM,botnet,25
147.32.84.192,216.251.32.71,25.0,tcp,"21*R,S0",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.192,216.32.180.22,25.0,tcp,"12*R,R+r*r+r*s+R*s*r+r+",Botnet-TCP-Attempt-SPAM,botnet,23
147.32.84.192,216.32.181.178,25.0,tcp,"21,R+r*r*r+R.S*s+r+r+r*s+r*r*s*r*r+",Botnet-TCP-Attempt-SPAM,botnet,35
147.32.84.192,216.33.127.20,25.0,tcp,22.R+R*s*S+,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.192,216.40.42.4,25.0,tcp,"210S*S,R*R+",Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.192,216.52.207.82,25.0,tcp,"11.r,",Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,216.59.18.231,6667.0,tcp,55+V*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,216.69.186.201,25.0,tcp,"22.R,r,r,r,R*r*S,r+R*S,b,S+s,s,S*S,R+B+s,r+s+r+r,S*S,R*R.R+r*r*R+s+",Botnet-TCP-Attempt-SPAM,botnet,67
147.32.84.192,216.82.242.19,25.0,tcp,11*r0,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,216.82.254.195,25.0,tcp,"12+R,r,R,R0",Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.192,217.115.95.242,6667.0,tcp,12*B*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,217.151.130.35,25.0,tcp,"11+R,",Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,217.163.21.34,80.0,tcp,"88.H.y.Y.Y.y.y.y.y.y.y.Y*Y.Y,y.y.H.y.H.Y*Y.y.y.Y.y.Y.Y.y.y.y.Y*Y.Y*Y.",Botnet-TCP-Established-HTTP-Ad,botnet,69
147.32.84.192,217.163.21.35,80.0,tcp,"88.Y,Y*Y.y.H.y.y.Y,Y.y.y,Y.Y*Y.y.H.y.y.y.y.h.Y+Y,Y*y*",Botnet-TCP-Established-HTTP-Ad-yieldmanager,botnet,53
147.32.84.192,217.163.21.36,80.0,tcp,88*y*H*Y.,Botnet-TCP-Established-HTTP-Ad,botnet,9
147.32.84.192,217.163.21.37,80.0,tcp,"88*Y.y,H,Y.Y+Y.Y,Y.y.y.y.y.Y+Y.y.Y.Y.y.Y.Y.y.y.y.Y,Y0Y.",Botnet-TCP-Established-HTTP-Ad,botnet,55
147.32.84.192,217.163.21.38,80.0,tcp,"88.H.Y*Y.Y,y,Y.H.y.y.Y.y.y.y.r.Y+Y.Y,y.Y,Y.y.y.y.Y.y.y.Y.y.y.y.Y*Y.y.Y*Y.Y,Y+Y.Y,Y*Y,",Botnet-TCP-Established-HTTP-Ad,botnet,85
147.32.84.192,217.163.21.39,80.0,tcp,88.Y*y*,Botnet-TCP-WEB-Established,botnet,7
147.32.84.192,217.163.21.40,80.0,tcp,"88.Y*Y.Y.Y+Y.Y.Y,Y0Y.",Botnet-TCP-Established-HTTP-Ad,botnet,21
147.32.84.192,217.70.184.6,25.0,tcp,"11.r.R,R.R*r*",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.192,217.72.192.149,25.0,tcp,"12*s+s*s*s*S,S*",Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.192,217.72.192.188,25.0,tcp,12*S+s*s*B*S+S*,Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.192,218.102.53.138,25.0,tcp,"11,R.S,a,R0",Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.192,218.200.225.22,6667.0,tcp,22*s0,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,220.232.128.116,25.0,tcp,"22*r+r,",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.192,221.209.60.2,6667.0,tcp,22*s*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,222.15.69.195,25.0,tcp,"22,R*",Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,222.189.167.133,6667.0,tcp,220S*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,222.23.100.200,6667.0,tcp,120S*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,223.175.241.106,6667.0,tcp,22+s*s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.192,24.201.245.37,25.0,tcp,12*r*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,24.71.223.11,25.0,tcp,22*b*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,38.113.116.194,25.0,tcp,110R+,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,38.113.116.218,25.0,tcp,"21*R,R0S+",Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.192,46.118.22.159,6667.0,tcp,55+V*s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.192,46.247.211.87,6667.0,tcp,22*A*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,46.4.35.23,25.0,tcp,"11+r*R,R*R,R*R+B+R*R+r*",Botnet-TCP-Attempt-SPAM,botnet,23
147.32.84.192,46.4.36.120,443.0,tcp,"55.e.e.e.f.e.e.e.e.e.e.e.e.e.e.e.e.f.e.e.f.e.e.e.f.e.e.e.e.e.e.e.e.f.e.e.e.e.e.f.e.e.f.f.f.f.e.e.e.e.e.e.e.e.e.e.e.e.f.f.f.f.f.f.f.f.f.e.e.e.e.f.e.e.e.f.e.f.e.v,v.v,E,v.v.E.v,E.v.v.f.v.v.v,v.E.e.E.w.E.v.v.E.w,v.v.E.E.v.f.e.v.v,v.w,v.v.v.v.e.E,E.v.E.E.e.E.E.E.w.w,w.F.v,w.E.v.v,v.E.E.v,v,E,E,v.v,v.v,v.w.v,v.v.v.e.E.e.v,v.v.E.F.e.f.e.v.v.v.E.v.v,F,F.v,v.E.e.v.v.v,v.E.E.v,v.E.e.v.v.v.E.v,v.E.v,v.E.e.v.v.w,v,E,v.e.v.v,v.e.v,F,v.v,e,v.v.v.e.E.E.v.v.v.v.v.v,v.w.v,v.E,E,v.e.w,v.F.v.E.E.e.E.v.v.v.v.w,v.w.v.v.v.E.v.e.e.v.v.v.v,e,E,v.v.v.v,E,v.v.E.v,v.E.E.E.E.F.w.w.E.E.v.w.w.F.e.E.w,v.e.E.v.v.w.v.E.v.w,E,e,w.v.v,w.v,w.v.E.E.e.e.v,v.v.v.w,v.v.v,v.e.e.e.e.e.v,v,e,v.E.v,v.E.E.v,E.v,v.v.v,v.E.v,v.F.E.e.v,v.v.E,v.v.v.E.v,v.w.v,E,E,v.F.E.F.E.v,v.v.e.v,v.v.v.e.v.E.F.v.v.v,v.v,v.v.v,v.E.v,E.v,v.v.v.E.v,v.v.e.E.v,v.e.F.E.e.e.e.E.e.v.e.e.f.e.e.e.e.v.v,E,v.v,f,v.e.E.E.E.E.E.v.v.v.w.v.v.v.F.E.E.E.v.w,v.E.v,v.E.v.v.e.e.e.E.E.e.w,E,v.v.v.E.v,E,e,E.v.v.e.v.v,v.E,v.e.e.v.E.v.E.E.v.E.v,E.E,e,v.v.v.v.E.v.v.E.E.v.v.v.w.v,e,v.E.v.v.v.E.E.v.v.v.E.v.e.e.v,v,v.e.F.v.v.v.E.E.v,E.v.w,v.v.E.v.v.e.E.v.w.v.v.v.v.E.E.w,v.E.E.e.v,E.E,e,v.E.E.E.v.e.F.E.w,E,v.e.E.v.E.e.w.w.v.v.v.v.v.v,v.e.e.e.e.e.v,v.v,F,v.v.v.E.v.v,v.v.v.v.v,v.v.F.E.v.v.E.E.e.E.e.e.v.E.E.e.E.e.e.v.v.v,E,E,v.v.v.w.v.v,w.v.v,e,E.E,v.v.v,E.E,v.E.v.v.E.E.w.v.v,v.v,E,v.E.v.E.v.E.v.v,v.v,v.v.E.v.v.E.F.f.e.E.v.v,v.v.w.v.v,v.w.w,v.v.E.E.v.v.v.v.v.v,v.v.v.v,v.v.v,v.v.E.v.v.v.v.v.v.E.E.v,v.v,E,E.v.v.e.E.v.v.v.e.v.v.v.s.v.w.E.w.s.B.v.w.v.e.B.b.s.B.B.v.v.e.B.F.b.b.b.b.b.f.f.v.w.B.v.F.e.B.s,v.E.v,w.v.E.v,w.v.v.s.v.w.v,s.f.E,s.v.v.E.v.e.s.v.w,v.s,E.F,v.E.E.v,v.v.v,E.v.E.E.B.s.E.s.v.s.v.s.E.v.w.v.F.E.v.v.v.v.v.e.E,E,f,v.E.s,v.v,E,w.E.v,v.v,v.E.F.s,E.e.w.v.w.e.e.B.w.v.s,v.v.v.v.v.v.v.f.E.F.E.w,v.v.E,v.v.v,v.E.w.v.v.v.v.v.v.E.v,v.b.v.v.f.e.e.e.e.s.v,v,v,v.E.v.F.F.e.v.v.s.v.v.v.v,s.v.B.F.E.e.v.E.v.E.s,v.v.B.E.v.v.v,v,F.E,v.E.v.v.v.E.E.e.v.E.F.v,v.b.v.v.s.E.s.F.E.v.v,s.s.B.v,B,v,v.E.s.v.F.E.s.v.v.E.v.F.E.f.e.s.v.b.v.E.w,v.E.E.v,B,v.v.E,e,E,v,w,e,E,e,B,w.v,v.v.v,v.s.v,B,v.s,v.v,v.s,v.v,v.v,v.E,v,e,s,v.v,v.e.s,v.V,s,E.E.v,s,E,v.s,S.v.F.v.v.v.v.E.v.s.E.E.E.v.v,v.f.v,F.v,E,w.v,v,w,E,v.E.e.f.v,v.v.v,E.w,s,v.v.v,v.v.v,e,E,v.v.e.s,v.E.v,B.E,v.v.b.v.w,B,E,v.E.E.E.v.e.v.E.E.s,w.v.w,v.e.v,v.s.B,v.v,E,v.v.v,s.v,w.v,v,v,E.E.v.V,W.v.E,v,s.E,v.v,v.v.v,v.v,E,v.v.E,w.v,E.F.F.F.v,s.v,v.E,v.v,v.b.v,E,v,e,v,w.E.F.v,E,v.v.w,v.v.v,v,v.v,s.B.s,v.E.v,B.v.v.s.v.E.B.E.E.E.w.v,E,v.s.E.B.e.E,E.E.v,w.v.v,v.E.v.v,s,v.v,v.E.w,w,s.v,E,v.v,s.v,F,v.v,s.v.E,E,v.w.B,v.v,w.w,e,e,v.E.v,w.v.v.v.b.s,v.v.v.v,v.e.S,V.w,v,w,B,v.v,v.v,v.w,w.E,w.V,v,v.v,v.s.v,E,v.E.w,v.v,v,F,e,E.E,E,B,e,v.e.E,E,v.s,v,v.v.v,E,v,E.v,v.v,v,F,v.E.E.w,v.w.w,E,v.v,v.v,v.v.v,e,f,v.v,E,E,v.E.v,v.e.E.e.v.v,E.E.e,v,v,v,s.v,s.v,s,V.v,s.v,v,v.s,v,w.v,v.w.w.v,w.E.v.v,v.v.E.b.W.V.w,v.F,B.F.E.v.s,S.V.v,v.B.E.B.v.v.v.w,v,v.v.E.w,v,s.E.v,v.w,v.v,E,v.v.s,E,v.v.w,s.v.v,v.e.F.s.v.s,s.v,v.w,v.s,E,e,E,e,w.s.v.s,v.E.v,s,v.B.B.B.v,v.s,s.w,E,v.v,s,s.v.V,w.v,v,E,v.v,E,E.B,v.v.v.s.v,v.v.f.v,v.B.E.B.b.e.B,b,v.s.e.e.s,v,B.v.s,v,v.v.B.v,v.E.v,w,v.v.s,v,s,v.v.v,v.E.v.E,E.b.v.B.v,v.s.v.v.s,v.B.s.E.w,v,v.E.e.v.E.E.v.v.v.w,v.v.v,v,v,v.v.E.V,v.w.F,v,v,v.e.s,s,w,v.v,e,v,v.v,F,w.E.w.v,E,E.s,v.v,w.v,v,v.v.v,s,e,v.v,v.v.v,v,v.v,v.E.v,e,E,v.s,e,s.v.v.v,v.b.v.v,v.v.v.s,s,v.v,B.E.s,s.v.E.E.E.E,E.E.s,v.E.v.E,v.s,e,v.E.v,v.v,s,v.e.v,v.v.e.v.s.v,v,s.v.v,v.v,v.v,v.v.s,v.E.v.v.v,v.v,B,s.E.E.s,E,E,v.e.v.s,E,v.v,E,e,v,v.s,E,v,v.v.v.v,v.v,E,E,v.v,s.v.v.v,v.E,B.s,v+V.v.E.v,E.v,s.v.v.s,s,v.E.e.v,v.v,v,e,e,v.v,r,s.v.v,v.v.v,v.s.E.v,v,v.v,v.v,v.b.s,e,v.E.v.v,v.E.v,s,v.B.v.E.v.v,s.E.E.v,v.E.v.E.v,E,s.B.v,s.v.v,v,s.B.v.E,E.v.v.B,s.v.B,B,E.v,v.E,v.B.e.E.v,E.v.E.e.v,v.v,v.v,E,v.E,v.v,v,v.E.B.v,",Botnet-TCP-Attempt-SPAM,botnet,3651
147.32.84.192,50.22.198.84,80.0,tcp,"88.Y,Y.",Botnet-TCP-Established-HTTP-Ad,botnet,7
147.32.84.192,50.23.235.4,80.0,tcp,99+z+z+z+z+z+z+z+z+z+z+z+z+z+z*i*z*Z+y+z+z+z+z+y+z+z+z+z+z+z+z+z*I+I+I*i*z+,Botnet-TCP-Established-HTTP-Ad,botnet,75
147.32.84.192,58.147.64.170,6667.0,tcp,22*S+,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,58.172.178.14,6667.0,tcp,52*S*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,59.98.200.104,6667.0,tcp,22+s*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,60.190.223.75,888.0,tcp,"88,y,Y,y,y,y.Y+Y,Y.y.y.y,y.",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data,botnet,27
147.32.84.192,61.17.216.12,6667.0,tcp,22*s*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,61.17.216.2,6667.0,tcp,22*s0,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,61.17.216.6,6667.0,tcp,22*s*S*s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.192,61.17.216.7,6667.0,tcp,22*s*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,61.17.216.86,6667.0,tcp,88*Y0,Botnet-TCP-CC-HTTP-Not-Encrypted,botnet,5
147.32.84.192,61.17.216.87,6667.0,tcp,22*s*s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.192,61.17.216.94,6667.0,tcp,82*Y+,Botnet-TCP-CC-HTTP-Not-Encrypted,botnet,5
147.32.84.192,61.9.168.122,25.0,tcp,22*s*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,62.24.139.61,25.0,tcp,12*R+s+A+A+s*s*,Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.192,64.12.138.161,25.0,tcp,"22+s+s,s+s*s+B+B+B+s+s+s*S+s,",Botnet-TCP-Attempt-SPAM,botnet,29
147.32.84.192,64.12.90.1,25.0,tcp,"22,s,S+b+s+B+s+B+B+s+",Botnet-TCP-Attempt-SPAM,botnet,21
147.32.84.192,64.12.90.97,25.0,tcp,11.S.,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,64.12.90.98,25.0,tcp,"12*S+s+s,",Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.192,64.136.44.37,25.0,tcp,22*b*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,64.136.52.37,25.0,tcp,22*b*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,64.18.4.10,25.0,tcp,"12+A+s,R,R+s,R+r+s+R*R,r.r.R.r.A.S.R*s*R,R*r*R+R,R*R+R*B*r+A+s+r*",Botnet-TCP-Attempt-SPAM,botnet,65
147.32.84.192,64.18.4.14,25.0,tcp,12*S*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,64.18.5.10,25.0,tcp,"21,R+r*r+s*B*r+s*r+r,s+a+R*S,R+r*R,R+R*R.R*s+r*R,r,R*A+",Botnet-TCP-Attempt-SPAM,botnet,55
147.32.84.192,64.18.6.13,25.0,tcp,12*r*,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,64.18.6.14,25.0,tcp,"11+r+r*R+r+r,R+s,r+R,R*B*S,r+s,r+S,R+r,r+r*R,R+A+R,S+A+R,r,R*r+R*R,",Botnet-TCP-Attempt-SPAM,botnet,67
147.32.84.192,64.18.7.10,25.0,tcp,"11*r*r*R,S*r*S+r+r*R+A+A+r*r+r*r*r+",Botnet-TCP-Attempt-SPAM,botnet,35
147.32.84.192,64.191.223.38,25.0,tcp,11*R+a+R*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.192,64.191.223.39,25.0,tcp,21*s*r*s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.192,64.191.223.42,25.0,tcp,11*r*r*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.192,64.233.234.202,25.0,tcp,"22,s,",Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,64.236.79.229,80.0,tcp,88.Y.y.y.Y*Y.Y.Y*Y.y.Y.Y.Y*Y.Y.y.Y+Y.y.Y.,Botnet-TCP-Established-HTTP-Ad,botnet,41
147.32.84.192,64.38.232.180,80.0,tcp,"88.H.s,",Botnet-TCP-Established-HTTP-Ad,botnet,7
147.32.84.192,64.4.56.135,443.0,tcp,"88,H,H,y.y,y,y,H,y.H,y,y,y,y,y,",Botnet-TCP-WEB-Established-SSL,botnet,31
147.32.84.192,64.4.56.199,443.0,tcp,"88.h.H.H.Y,y,H,H,h,H,y,y,y,H,y,",Botnet-TCP-WEB-Established-SSL,botnet,31
147.32.84.192,64.4.56.39,443.0,tcp,"88,y,y,y,y,H,y,y,y,y,y.y,y,y,y,",Botnet-TCP-WEB-Established-SSL,botnet,31
147.32.84.192,64.59.134.8,25.0,tcp,"22*S,S*S+S*S,",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.192,64.98.36.4,25.0,tcp,11*R0s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.192,65.54.165.136,80.0,tcp,88*y*y*y*,Botnet-TCP-WEB-Established,botnet,9
147.32.84.192,65.54.165.137,80.0,tcp,880Y*,Botnet-TCP-WEB-Established,botnet,5
147.32.84.192,65.54.165.139,443.0,tcp,88*Y0Y*,Botnet-TCP-WEB-Established-SSL,botnet,7
147.32.84.192,65.54.165.141,443.0,tcp,88*y0Y*V+,Botnet-TCP-WEB-Established-SSL,botnet,9
147.32.84.192,65.54.165.141,80.0,tcp,88*y0y*,Botnet-TCP-WEB-Established,botnet,7
147.32.84.192,65.54.165.169,443.0,tcp,85*y*,Botnet-TCP-WEB-Established-SSL,botnet,5
147.32.84.192,65.54.165.169,80.0,tcp,88*y*,Botnet-TCP-WEB-Established,botnet,5
147.32.84.192,65.54.165.177,443.0,tcp,"88*Y,Y*Y+y,Y*y*y*y+y*H*y*",Botnet-TCP-WEB-Established-SSL,botnet,25
147.32.84.192,65.54.165.179,443.0,tcp,88*y*y*,Botnet-TCP-WEB-Established-SSL,botnet,7
147.32.84.192,65.54.165.179,80.0,tcp,88*y*y*,Botnet-TCP-WEB-Established,botnet,7
147.32.84.192,65.54.186.107,443.0,tcp,88*y0,Botnet-TCP-WEB-Established-SSL,botnet,5
147.32.84.192,65.54.186.109,443.0,tcp,880Y*,Botnet-TCP-WEB-Established-SSL,botnet,5
147.32.84.192,65.54.186.17,443.0,tcp,"88*y*Y,Y+",Botnet-TCP-WEB-Established-SSL,botnet,9
147.32.84.192,65.54.186.17,80.0,tcp,88*y*y*h*y*,Botnet-TCP-WEB-Established,botnet,11
147.32.84.192,65.54.186.19,443.0,tcp,880y*,Botnet-TCP-WEB-Established-SSL,botnet,5
147.32.84.192,65.54.186.19,80.0,tcp,88*y*,Botnet-TCP-WEB-Established,botnet,5
147.32.84.192,65.54.186.47,443.0,tcp,88+y*y*y*H*y*,Botnet-TCP-WEB-Established-SSL,botnet,13
147.32.84.192,65.54.186.77,443.0,tcp,88*y*Y*,Botnet-TCP-WEB-Established-SSL,botnet,7
147.32.84.192,65.54.188.110,25.0,tcp,"12*S,r,r,S+s+s+s+s+s,s+s+s,b,S*s+s*s+S,S+B+s+s,s+s+s+S,S+s+B,B,s+s+s+S,S+s,s,s,s,B,r,",Botnet-TCP-Attempt-SPAM,botnet,85
147.32.84.192,65.54.188.72,25.0,tcp,"12*S,B,s,s,s,S+s+s,s+s,s+B+s,s+S,s,B+S.S+s,s+s+s+r*",Botnet-TCP-Attempt-SPAM,botnet,51
147.32.84.192,65.54.188.94,25.0,tcp,21+S0,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,65.54.234.24,443.0,tcp,"88,y,Y*Y,y+y,y,y,Y+y*Y.Y*Y,y,y,y,y,Y,y+y,Y+y*Y,Y+Y,Y*y*v*v+y+y+V,Y*y*y+v+",Botnet-TCP-Established-SSL-Microsoft,botnet,73
147.32.84.192,65.54.234.26,443.0,tcp,"88,Y*",Botnet-TCP-WEB-Established-SSL,botnet,5
147.32.84.192,65.54.234.77,443.0,tcp,"88*Y,",Botnet-TCP-WEB-Established-SSL,botnet,5
147.32.84.192,65.54.234.78,443.0,tcp,"88*Y,Y+y+Y.y,Y*Y,Y*y+h+y*Y,Y*Y,v,Y*H+y*y*Y,Y*Y+y*Y,y,y,Y+y,v,Y+y,",Botnet-TCP-Established-SSL-Microsoft,botnet,65
147.32.84.192,65.55.16.187,443.0,tcp,"88*y*Y,Y.Y*Y,Y*y*y+H+y*y*y+",Botnet-TCP-Established-SSL-Microsoft,botnet,27
147.32.84.192,65.55.196.251,443.0,tcp,"88,y.Y*Y,y,Y*Y,y,Y,Y*Y,Y+y*y*y+y*y*",Botnet-TCP-WEB-Established-SSL,botnet,35
147.32.84.192,65.55.33.167,443.0,tcp,"88,y,y,H,H,h,",Botnet-TCP-WEB-Established-SSL,botnet,13
147.32.84.192,65.55.37.104,25.0,tcp,"22*S,s,s,R.S.S,s,s,s,s,S.S+s,s+s,S,S,b,s+B+b+S,S+S,S+S,S+s+s+s+s,S*s+s,s+s,s+s,b,s+s+s,B,s+S,S+",Botnet-TCP-Attempt-SPAM,botnet,95
147.32.84.192,65.55.37.120,25.0,tcp,"12+S*s+s+s+s+B,s+s+s+s,B,b,S+s,s,s+s+s+S,s,s+s,s,s,",Botnet-TCP-Attempt-SPAM,botnet,51
147.32.84.192,65.55.37.72,25.0,tcp,"21+B+S,R+R,R*r*S,B+s,s,B+s+s,s+s,s+B+s,s+S,s,s+s+s,S+B+s+S*r*",Botnet-TCP-Attempt-SPAM,botnet,61
147.32.84.192,65.55.40.103,443.0,tcp,"88,h,H,H,H,y,y.H.y,y,y.y,y,y,H,Y*Y,",Botnet-TCP-WEB-Established-SSL,botnet,35
147.32.84.192,65.55.40.215,443.0,tcp,"88,y,y.y,y,y,y.H.H.y.H.y,H,y,y,H,",Botnet-TCP-Established-SSL-Microsoft,botnet,33
147.32.84.192,65.55.72.87,443.0,tcp,"88.h.H.y,y,y,y,H,y,y,y,y,y.Y,H,y,",Botnet-TCP-WEB-Established-SSL,botnet,33
147.32.84.192,65.55.88.22,25.0,tcp,"11*s*R,R.S+s,R*R+r+R,R+A+r+r+r+r*r*r*s*",Botnet-TCP-Attempt-SPAM,botnet,39
147.32.84.192,65.55.92.136,25.0,tcp,"21*r*R,",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.192,65.55.92.168,25.0,tcp,"22+s+s,s+b+B+s+B,s,s+s+s+B+s,s,S+s+S,s,s,s,s,s,s+s,s,s,",Botnet-TCP-Attempt-SPAM,botnet,55
147.32.84.192,66.111.4.72,25.0,tcp,22+b+B+s+s+s+b+b+b+b+S*S+b+b+b+b+b+b+b+b+b+b+b+b+b+,Botnet-TCP-Attempt-SPAM,botnet,51
147.32.84.192,66.111.4.73,25.0,tcp,22*S+s+b+b+B+b+b+,Botnet-TCP-Attempt-SPAM,botnet,17
147.32.84.192,66.196.94.104,25.0,tcp,"11,R.",Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,66.94.236.34,25.0,tcp,"22+s+B+b+s*S+s*S,S*s+S*s+s,",Botnet-TCP-Attempt-SPAM,botnet,27
147.32.84.192,66.94.237.139,25.0,tcp,"11,r,r,A,R.R+s,r,R+s*B*B*s*b*s*s+S,S*S,",Botnet-TCP-Attempt-SPAM,botnet,39
147.32.84.192,66.94.237.64,25.0,tcp,"12*S,r.s,r,s.r.s.R,s.s.a.S.s.s.R,R.R,R.r.R.S.S.S+s,S*s*S+r*R,A,B,S.R,s.S,S*",Botnet-TCP-Attempt-SPAM,botnet,75
147.32.84.192,66.94.238.147,25.0,tcp,"22*s*s+S,S*B*S+",Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.192,67.195.168.230,25.0,tcp,"22+s,S+s,s+s*s*S+s,s+s+s+s+s*s+s,S*",Botnet-TCP-Attempt-SPAM,botnet,35
147.32.84.192,67.195.168.31,25.0,tcp,"12*S+B+s+S*s*r*s+s+s,B,S*",Botnet-TCP-Attempt-SPAM,botnet,25
147.32.84.192,67.201.31.224,80.0,tcp,99.Z+Z.Z+z+z+Z*z+z+z+Z*Y+H+y*Y+z+z+y+y+z*z*y*,Botnet-TCP-Established-HTTP-Ad,botnet,45
147.32.84.192,67.226.172.130,25.0,tcp,12.s.,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,67.231.152.184,25.0,tcp,"21,S.",Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.192,68.1.17.3,25.0,tcp,22*b*s+S*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.192,68.1.17.9,25.0,tcp,22*B*s+,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.192,68.142.202.129,25.0,tcp,"11*R*r*R+S*r*S,s+",Botnet-TCP-Attempt-SPAM,botnet,17
